,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节
204,210224,魔王与勇者与圣剑神殿,动漫之家,https://oss.mkzcdn.com/comic/cover/20170831/59a7877bd77d8-600x800.jpg!cover-400,"
              RAIEO大陆，根据史书记载，这片大陆曾经充斥着恶魔与血腥，魔王艾尔菲用她的魔剑统领众魔族，那是最为黑暗的时代。后来光明勇士出现，打败了魔王，封印了她的魔力，让RAIEO大陆重获自由，并从此建立了可以和魔族对抗的圣剑之殿。后来勇者之名一直被继承下来，继承勇者名号的勇士都可以使用魔力强大的圣剑。              ",连载中,第174话 最终话
205,214715,武灵剑尊,漫客文化,https://oss.mkzcdn.com/comic/cover/20190730/5d3fa02d74526-750x999.jpg!cover-400,"
              一代剑尊遭遇背叛，新婚之夜却死在挚爱手中。不料天意弄人，剑尊并未身死道消，却在凡间重生。且看背负着血海深仇的穆远，如何重登灵域，大杀四方！              ",连载中,第65话 露水
206,211075,七神之王,极乐鸟,https://oss.mkzcdn.com/comic/cover/20180330/5abdf568aa01c-600x800.!cover-400,"
              七神之王，是人气漫画家极乐鸟的新漫画，现在神漫中连载。              ",连载中,停更公告
207,214256,妹妹别盘我！,极漫文化,https://oss.mkzcdn.com/comic/cover/20190927/5d8dd662655c6-745x993.jpg!cover-400,"
              刚刚大学毕业的王者行，在找工作的途中接二连三的被一群不明身份的妹子袭击，可袭击者索要的并非他的钱财，目标似乎是要和他做不可描述的事情。就在他快要抵挡不住妹子们投怀送抱的“袭击”时，一个名叫牧恋的女生出现，据她所说，她是为了王者行的贞操不被其他女人夺走而来的……而这一切的开端，要从一个名为“重赏”的任务悬赏手机APP说起……              ",连载中,第68话 最大的乐子是红酒和女仆
208,214781,超品战兵,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20190926/5d8c193665170-750x999.jpg!cover-400,"
              改编自小说《超品战兵》。一代兵王，因叛徒出卖，导致红颜知己陨落；怒发冲冠，回归都市，掀起腥风血雨。英雄救美？还是扮猪吃虎？有女妖精？女汉子？女蛇精病？小萝莉？怀搂美人腰，铸就王途霸业！              ",连载中,第54话 遇袭
209,213127,倾国女王,漫客文化,https://oss.mkzcdn.com/comic/cover/20190927/5d8dd2ab2c0df-750x999.jpg!cover-400,"
              故事背景是美索不达米亚平原上的苏美尔王朝，半架空，充满异域风情。女主凭借过人的美貌和智慧统一了国家，收获众多美男美女，成为一代英明君主。              ",连载中,第133话 尸山血海
210,213065,这个贵妃有点飘,烩漫动漫文化,https://oss.mkzcdn.com/comic/cover/20190926/5d8c1f5004949-1500x1999.JPG!cover-400,"
              游戏男主播穿越到古代当贵妃？怕不是要菊花不保？算了，花前月下风流鬼，先和这后宫三千耍一耍……但是这皇上，怎么比我还GAY啊？？？！              ",连载中,更新通告
211,214773,校园狂师,极漫文化,https://oss.mkzcdn.com/comic/cover/20190809/5d4d1dbc7be1a-750x999.jpg!cover-400,"
              宁凡重生归来，本是最年轻的S级天才教师，却被分配到了学校最差的D级班。还好狂师系统在身，看我征服学生，打脸反派，夺取学院，开宗立派，站上大陆巅峰。              ",连载中,第61话 碰瓷财务
212,212878,这样的哥哥不要紧吗,シュガー,https://oss.mkzcdn.com/comic/cover/20180703/5b3b4dc157f75-479x640.jpg!cover-400,"
              这样的哥哥不要紧吗漫画 ，大清早就有美少女送上早安之吻？对此的反应则是『……你要干什么？哥哥……』 …… ……这样的哥哥不要紧吗？大丈夫，萌大丈夫……              ",连载中,第14话
213,212596,婚爱恋曲,凤凰动漫,https://oss.mkzcdn.com/comic/cover/20190920/5d84889e60ec9-750x999.jpg!cover-400,"
              得知父亲重病，在外打工的女主角叶悠悠匆忙回家，竟落入了一场骗局——母亲和亲生哥哥为了三万块钱，居然要把自己卖给村头的家暴男！为了不被绑去送给那个老男人，走投无路的叶悠悠只好谎称自己已经跟城里的有钱人结了婚。本以为这个抽劣的借口马上会被拆穿，谁知，奇迹竟然出现了。那个随口指认的总裁大人竟然主动找上门来求婚！老天，我们之前根本没见过呀？！              ",连载中,番外2 悠悠的梦魇（下）
214,212884,法医狂妃,iCiyuan动漫,https://oss.mkzcdn.com/comic/cover/20180705/5b3dbe99a4186-600x800.jpg!cover-400,"
              21世纪女法医，一朝穿成京都柳家不受宠的庶出大小姐！ 偶遇中药王爷：“公子可是中药了？一次二百两。”“换个法子解，本王给你四百两。”              ",连载中,第142话 容棱你喜欢男人？！
215,214188,兽宠女皇,豆豆龙动漫,https://oss.mkzcdn.com/comic/cover/20200213/5e44f178c18bc-750x1000.jpg!cover-400,"
              夜店歌手卓菡被一名兽耳男子找到，说她是兽族女皇，并让她返回兽界继承皇位，而且还要挑夫婿生孩子！穿越到兽界，不想沦为生育工具的卓菡奋起反抗，但是她与生俱来的魅香却总是令她陷入被异性强行求爱的危机之中。卓菡反对直接交配的兽族制度，提出先恋爱再结婚。于是，卓菡与来自狼族、犬族、狐族、虎族、兔族的四名骑士周旋……当她日益习惯这里时，失踪的姐姐卓樱回到皇宫，原来她只是个替代品……              ",连载中,第105话 你只是被她的魅香迷惑了
216,214665,重生弃少归来,掌阅文化,https://oss.mkzcdn.com/comic/cover/20190925/5d8b29e8edef1-750x999.jpg!cover-400,"
              三百年前，弃少卓不凡遭人暗算抛入大海，幸好遇到师尊君河仙尊路过地球，带他离开地球在星际修真，横扫寰宇！三百年后，卓不凡渡劫失败，强势重生回都市少年时代，拳镇山河，拾补遗憾……面对冷若冰霜的妻子，受尽屈辱的母亲，豪雄王侯的挑衅，他发誓今生定要让世界臣服脚下！              ",连载中,第56话 反转态度
217,214623,爱神APP,极漫文化,https://oss.mkzcdn.com/comic/cover/20190704/5d1d51f6439de-742x990.jpg!cover-400,"
              作为一个“备胎中的王中王”“loser中的极品”，程旭在第101次被甩之后，又面临失业危机，终于连上天都看不下去了……              ",连载中,第73话 打工还债
218,214768,异界土豪供应商,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20190809/5d4cde2cab3ab-2480x3306.jpg!cover-400,"
              原本是土豪二世祖，因父亲失踪，被小人夺了家业、逐出家门，仅留有不起眼的、祖地上的一间小小超市。可是，正是这家超市，连通异界，让男主成为了纵横两界的商业巨亨！口香糖换神丹，童子归元，大佬们的订单接到手软！香水换洗髓液，强身健体，路见不平，一拳解决！什么？你想要东方仙界的神兽麒麟当坐骑？没问题，只要钱到位，马上货到付款；什么？你想要九天玄女的贴身内衣？没问题，付好定金，我这就去找玄女聊聊天。赚钱渠道多，小弟收到饱，后宫开到爽~只要你有钱，你想买什么我都能给你弄到手。我是刘磊，异界唯一供应商，我为自己代言！              ",连载中,第58话 人人都爱“上仙”
219,214174,倾世医妃要休夫,开源动漫,https://oss.mkzcdn.com/comic/cover/20190308/5c81c8de2d2c9-750x999.jpg!cover-400,"
              【每周六更新】我是一名现代的外科医生，一朝穿越，成为一位王妃。被王爷嫌弃，被侧妃妹妹找茬。本来我对大猪蹄子没什么兴趣，正好乐得逍遥。但是妹妹，我劝你善良。毕竟我拿过刀，见过血，说出来，你都不禁吓的。              ",连载中,第105话 认亲
220,212225,初恋男友是BOSS,仟绘动漫,https://oss.mkzcdn.com/comic/cover/20180428/5ae3cb0824fb3-591x788.jpg!cover-400,"
              当年是她将他逼进墙角强吻！多年后，一个因爱失忆，一个因爱追来，两人再见面，却是她在他 下面！？              ",连载中,第192话 有意思
221,214169,影后老婆不许逃,米分文化,https://oss.mkzcdn.com/comic/cover/20190307/5c80c1dc337c2-750x999.jpg!cover-400,"
              【每周三、六更新】同父异母的姐姐居然和自己的未婚夫有不可描述的秘密！原来这五年来，他们都只是在利用我！不，我不会放过你们的！但是，为什么五年前被我拒婚的大BOSS频频出现在我身边啊？莫名的我居然还成了他孩子的亲妈？五年前究竟发生了什么？              ",连载中,第95话 勾心斗角
222,214366,护花兵王在都市,杭漫文化,https://oss.mkzcdn.com/comic/cover/20190826/5d6377606ed6b-750x999.jpg!cover-400,"
              兵役回来的萧异，意外开启阴阳衍神，从此神力傍身，畅游都市，打脸权贵恶霸无数……大概吧……              ",连载中,第53话 终身大事
223,214672,电竞萌妻,极漫文化,https://oss.mkzcdn.com/comic/cover/20190706/5d204bcc5c2fe-750x999.jpg!cover-400,"
              晋级职业玩家的任务居然是攻略男人？行吧，为了我电竞职业生涯！但是这个男人不仅是竞技大神还是我签约公司的总裁！一个亿当我老婆！不行，我要当职业电竞选手！行，签给我！我们边谈恋爱边打游戏！              ",连载中,第71话 交易
224,214155,魔王新娘太难了,二次元动漫,https://oss.mkzcdn.com/comic/cover/20190923/5d88959c5db89-750x999.jpg!cover-400,"
              为了偿还欠债，叶知暖进入别墅成为4个完美男人的贴身女仆，可做女仆不就是打扫家务端茶递水就可以了吗，为什么还要让我假装这个恶魔的女朋友啊？等等，不是假装吗，为什么他会在我的床上！              ",连载中,第110话 洛羽绝地反击
225,214894,剑仁,盒子光影,https://oss.mkzcdn.com/comic/cover/20190929/5d90710472134-750x999.jpg!cover-400,"
              混沌初开，盘古一力将宇宙分为无数个世界，而每一个世界又一模一样，如恒河之沙一般繁多，这就是宇宙，而宇宙中心被一层白光笼罩，没人知道那是什么……天地间元气极盛，故而有很多强大的门派诞生，其中以这些门派为最：无垠仙界，灵宝无数，福泽无限，人人都可以寻找到属于自己的机缘，甚至飞升那缥缈的仙界也不是不可能。这个世界，由你做主！              ",连载中,第60话 同时击杀
226,215045,皇帝陛下的天价宝贝,Amber漫研社,https://oss.mkzcdn.com/comic/cover/20191201/5de31e98b6640-750x999.jpg!cover-400,"
              穿越成了国王的小公主？全世界都在重男轻女？大臣可以随意处死堂堂一国公主？所以，为了活下去她只能讨好国王粑粑和淘气哥哥？不，顾咕咕表示不愿意！她不但不想讨好这些男人们，她还想竞争王位做个女王！并且当着几千名大臣的面骂了她国王爹是狗屎！奇怪的是骂完之后，她的父王不但没有生气，还用时空门带她见识了不一样的世界！广阔星际浩宇生命千千万万，有百年小绿人，千年树女王，万年吸血鬼……              ",连载中,第43话 香雪姐姐真的很烦躁啦
227,211091,爆笑校园,朱斌  漫画世界,https://oss.mkzcdn.com/zymkcover/999/mh/8180.jpg!cover-400,"
              《爆笑校园》剧情支持爆笑校园，支持国漫，支持爆笑校园请购买杂志。由中国爆笑漫画人气王朱斌编绘的《爆笑校园》，其故事设定采用与当下年轻读者相仿生活环境，叙述了一个有着火星思维的农村娃到大城市读书而发生的搞笑故事。作者简介朱斌，生日11月19日，星座射手座，身高171CM，体重58KG，除漫画外的爱好足球太极拳养猪，怪癖可能是因为习惯用圆珠笔，所以画画时不自觉就将画纸旋转360度，最开心的事情又有读者告诉我，他喜欢我的漫画，最无奈的事情为了催我的稿子，编辑又在上演一哭二闹三上吊。创作经历2005年4月开始创作漫画，在《儿童漫画》杂志发表四格漫画《呆呆瓜瓜》系列2005年5月创作四格幽默系列漫画《疯狂校园世界杯》，发表于《酷哈圈》杂志2005年7月创作主打漫画系列《爆笑校园》，在《漫画世界》杂志发表至今，并获得第3届金龙奖最佳多格漫画金奖2006年8月创作四格漫画《呆头》，连载于《信息时报》。2010年12月《爆笑校园》在日本出版。......本站是更新最快~画质最好的漫画杂志连载网站！！收藏本站，全网第一时间更新！。              ",连载中,第50期
228,214618,校花的最强特种兵,二次元动漫,https://oss.mkzcdn.com/comic/cover/20190926/5d8c8507c068d-750x999.jpg!cover-400,"
              神鹰特种部队射击技术极好的队员刘芒用自己从特种部队带来的高精尖侦察设备阅尽美女，窃取了学校的一系列秘密，他由此也惹祸上身，在美色环绕下，他打败各路势力，终于成就了不朽传奇。由社会我强哥所著同名热门网文改编。              ",连载中,第60话
229,213917,我被妖王盯上了,漫莱坞,https://oss.mkzcdn.com/comic/cover/20191017/5da8393f79d98-750x999.jpg!cover-400,"
              夏念念是一名普通的高二学生，因为不想在男神韩澈的女友顾茉莉的生日会上丢脸，而选择上网买美男符，结果神秘卖家发了四张，导致她开启了四张血契，顾茉莉生日到了，美男符却依旧没有奏效，就在夏念念被大家嘲讽时，千隐却如同王子一般的降临，让她一下子成了众人的焦点。              ",连载中,第91话
230,209134,饕餮记,千秋叶,https://oss.mkzcdn.com/zymkcover/000/000/734.jpg!cover-400,"
              美食与妖兽的奇妙组合，贪吃萝莉主人与美青年厨仆的纠结怨念！还有超级绝美男神大反派！古典气质华美漫画惊艳登场！当古风金牌制。。。              ",连载中,第146话 长生肴（1）3
231,214661,龙王的人鱼新娘,洛娅,https://oss.mkzcdn.com/comic/cover/20191105/5dc125a5e731f-750x999.jpg!cover-400,"
              一个刚继位的龙族新王，面临龙族的灭顶之灾，从先王口中得知能让龙族继续存活的唯一条件是再次找到人鱼族的秘宝。一个是畜无害的可爱少女，表面上是备受所有人宠爱的公主，事实上她的身世似乎另有秘密。
不一般的王和公主的故事，各自身上隐藏的秘密，当真相一层层展开，情不自禁的爱和与生俱来的恨，哪个会更强大？              ",连载中,第70话 真相在慢慢浮出水面
232,214791,校园护花高手,二次元动漫,https://oss.mkzcdn.com/comic/cover/20190821/5d5caae127ecd-750x999.jpg!cover-400,"
              校花学姐学妹，靓丽强势御姐，清纯美女老师，纷纷投怀送抱……普普通通的高中生，偶然获得一支神奇钢笔，自此生活变的多姿多彩了起来。              ",连载中,第56话 改邪归正
233,213440,浴血商后：冷夫强宠,豆腐漫画,https://oss.mkzcdn.com/comic/cover/20190711/5d26d9372e13d-750x999.jpg!cover-400,"
              【每周四更新】商贾之女南韵与将军霍明城相爱登上后位，不料霍明城却反过来为了新欢杀了南韵。六月飘雪让蒙冤而死的南韵得以重生，重生后的南韵一心只有复仇绝对不能让上一世的悲剧再次发生。她冰冷的表面下慢慢被言泽辰感动，不自知自己已经慢慢爱上了默默保护自己的言泽辰，原来上一世他们就有过相遇……              ",连载中,第115话
234,209987,最后的召唤师,ASK动漫,https://oss.mkzcdn.com/comic/cover/20190923/5d887315e2614-750x999.jpg!cover-400,"
              【每周三更新】万物有灵。能够召唤万物之灵的人，被称为召唤师。自古以来，召唤师的传说深藏在每一段历史当中……召唤泥土，召唤枯骨，召唤灵魂，召唤星辰……但传说终究是传说，它总有一天会被时间封印，被世人遗忘……新的时代，召唤师，觉醒！              ",连载中,第二季第4话7 鸦
235,51168,九九八十一,mk米二,https://oss.mkzcdn.com/comic/cover/20180719/5b5033a0f35c9-600x800.jpg!cover-400,"
              为追女孩，触动千年机关！不良少年AND校花一姐！古代三国兵器传奇，现代校园浪漫演绎！              ",连载中,你愿意为梦想付费吗
236,214843,最强桃花运,咸鱼缸,https://oss.mkzcdn.com/comic/cover/20190906/5d722950db21a-750x999.jpg!cover-400,"
              品学兼优的贫困大学生卢德全忽然“被成为”成为花仙传人，拥有了各种利于泡妞的特殊能力。只是还未修炼到《桃运宝典》的他必须洁身自好，一旦和女性有亲密接触，就会当场暴毙。唯一的办法是集齐不同类型的极品美女真爱，修炼出宝典的最高境界。同时，还有行为诡异的夜魅一族屡屡出手……且看纯洁的男大学生，在拥有最强桃花运后有何奇遇？！              ",连载中,第53话 要不要试试我的按摩？？？
237,214863,全能高手,博易动漫,https://oss.mkzcdn.com/comic/cover/20200119/5e2414c3d0178-750x999.jpg!cover-400,"
              以武入世，琴棋医厨无所不能，扮猪吃虎，莺莺燕燕左拥右抱，看出山孤儿如何一路逆袭，破惊天迷案，成就一代都市巅峰高手。改编自热门作品《都市巅峰高手》。              ",连载中,第58话 婚约？！
238,214377,盛宠之锦绣征途,金橙动漫,https://oss.mkzcdn.com/comic/cover/20190506/5ccfdec1c37f4-750x999.jpg!cover-400,"
              第一次见面，秦凌把诸葛云乐的衣服扒了，穿在自己身上，悠哉悠哉回了家。第二次见面，秦凌把自己的衣服一件件脱下来，“你走不走，不走我喊非礼了啊！”
第三次见面，秦凌笑嘻嘻对他说：“脱衣服这种事，一回生二回熟嘛，来来来！”
诸葛云乐表示，他从未见过如此厚颜无耻的女子。但是，突然好喜欢她，怎么办？              ",连载中,第86话 惹不起的人
239,214269,摩耶·人间玉,飒飒动漫,https://oss.mkzcdn.com/comic/cover/20190403/5ca40e5e154af-749x999.jpg!cover-400,"
              两大诛魔世家的联姻，让莫琰和轩辕玉结为夫妻。本以为只是限期两年的表面夫妻关系，莫琰却发现，她早已占据了自己的心……层出不穷的矛盾，隐匿背后的真相，他们能否真正走到一起？              ",连载中,第26话1 祭祀
240,214012,我在日本当道士,火龙传媒,https://oss.mkzcdn.com/comic/cover/20191016/5da70d2f2cf7b-750x999.jpg!cover-400,"
              【每周三、六更新】鹤姬山，时常妖怪出没，生气的玉藻前大人要报仇。而她的仇家竟是一个普通的男高中生——田中真守，玉藻前大人跟田中真守有过什么矛盾呢……              ",连载中,第115话 天机不可泄露
241,214253,超级败家子,掌阅文化,https://oss.mkzcdn.com/comic/cover/20190329/5c9ddfeea7ab7-750x999.jpg!cover-400,"
              “我要花钱，我要败家！”苦逼少年意外获得了败家子系统，从此这句话就成了他的口头禅。              ",连载中,第79话 背后的东西
242,214663,盛世甜宠：易少的小萌妻,有鹿文化,https://oss.mkzcdn.com/comic/cover/20190704/5d1d5fb5396e8-750x999.jpg!cover-400,"
              男朋友结婚，新娘不是她！还被说成是“小三”，一天之间受千人所指，万人所骂！为此她决定答应易家三少莫名求婚！从此成为万众瞩目的名门夫人！为此她得罪了各路有背景的女人，栽赃，嫁祸，追杀……各种歹毒伎俩轮番上演，幸得高富帅老公见招拆招，保护得她密不透风。              ",连载中,第64话
243,214990,都市之逆天仙尊,漫莱坞,https://oss.mkzcdn.com/comic/cover/20191101/5dbb9cd6890f6-750x999.jpg!cover-400,"
              道灭神君携九天神石，重生都市，会炼丹，能炼器，懂阵法，且看林凡如何在都市中吊打一切罪邪，一步步登临绝巅，俯瞰众生。              ",连载中,第42话 蝼蚁
244,214209,最强神级系统,鱼月动漫,https://oss.mkzcdn.com/comic/cover/20190313/5c88a389b0f59-750x999.jpg!cover-400,"
              一款来自“仙女星座”的手机，让男主角从一个普通人，成为了星际战神。              ",连载中,第119话 刑具对付妹子
245,214390,读心狂妃倾天下,米分文化,https://oss.mkzcdn.com/comic/cover/20190513/5cd934221ca79-750x999.jpg!cover-400,"
              一朝爱慕，受尽折辱，转世重生，这一次，爱该爱之人，有仇报仇，有怨抱怨。再用这双眼睛去看待家族，看待众人，原来早有那么多腌臜事。结果，自己拒绝了和前世渣男的婚礼，却被指婚残废王子。只是这位王子，似乎也不一般……              ",连载中,第80话 求一个公道
246,213378,恋爱上上签,凤凰动漫,https://oss.mkzcdn.com/comic/cover/20190919/5d835448d1dcb-750x999.png!cover-400,"
              【每周三更新】父亲车祸身亡，还被继母姐姐赶出家门，闺蜜男友联手背叛，多重打击下的苏家大小姐苏娆却惹上了她不该惹上的宋氏集团继承人宋尔逸，无力偿还债务的她被迫成了宋尔逸的情人，然而命运的捉弄，孩子的死让苏娆离开了宋家时隔多年归来后的苏娆成为V.N集团的地区总监改名温妮，当年的恩怨又该如何了结？              ",连载中,第127话
247,214367,穿回古代做国宝,飒飒动漫,https://oss.mkzcdn.com/comic/cover/20190813/5d528737d3c51-750x999.jpg!cover-400,"
              好想变成熊猫啊，只要卖萌就能获得万千宠爱！没想到随口一句感叹，小瑜竟然真的变成了熊猫，还穿越回了古代。只不过，熊猫子在那个年代可不是什么国宝啦！轻易被抓，差点被煮，好不容易化为人形还被当成了妖怪。苍天啊，猫生为何如此艰难……道长小哥哥，快点救救小熊猫啦              ",连载中,第79话 我们的噩梦
248,214279,我的王妃有尾巴,漫客文化,https://oss.mkzcdn.com/comic/cover/20190929/5d907e145dae7-750x999.jpg!cover-400,"
              人鱼公主为逃婚，流落皇城遭绑架！空降新婚王爷府，红绳捆绑太娇羞。霸道王爷美色当前太难缠，绝色王妃训夫有术套路深。              ",连载中,第二季第23话 邪神现世
249,214691,剑舞,漫客文化,https://oss.mkzcdn.com/comic/cover/20190712/5d27e309c7b9d-750x999.jpg!cover-400,"
              《剑舞》内测前十高手，遭遇车祸成了植物人，而游戏中的他却成了怪物，无尽进化后，杀得全服菜鸟闻风丧胆，顺便收了一打妹子的芳心。              ",连载中,第62话 公主的新招
250,211287,重生之慕甄,阿柯文化,https://oss.mkzcdn.com/comic/cover/20171016/59e4517ed098a-600x800.jpg!cover-400,"
              她重生了两次，第一世，她看着他与别的女人双宿双飞，郁郁而终，第二世，她拼尽全力不择手段，只为得到他，最终却被满门抄斩，那么，这一次，她只想离他越远越好……              ",连载中,第62话1 前尘四
251,214666,重生八万年,掌阅文化,https://oss.mkzcdn.com/comic/cover/20190925/5d8b29c961af4-750x999.jpg!cover-400,"
              一代强者星尘大帝死于小人之手，意外陨落。醒来时，已是八万年匆匆过，物是人非。当年的收养的四个义子，早已成为大陆强者；曾经救下的一条野狗，更是成为妖界至尊……那个小孩，据说四万年前超脱凡俗，踏入至尊！看着几万年前的小悲们一个个名动天下，杨尘感觉鸭梨山大！这是一个有些装逼，有些风骚的故事。              ",连载中,第55话 三道旨意
252,214287,拐个兰陵王做影帝,箫勺映画,https://oss.mkzcdn.com/comic/cover/20190408/5caaa9f5e20e6-750x999.jpg!cover-400,"
              【每周三、六更新】史上最毒舌影后楚颜遭遇穿越而来的痴情兰陵王，楚颜：“我做明星这么久还没睡过粉丝，不如从你下手？”男主：“颜儿我已经在床上等你了！”爱好是手撕白莲花的影后表示从未遇到过这样厚颜无耻的忠犬。看打脸逆袭，高甜独宠就在《拐个兰陵王做影帝》！              ",连载中,第94话 我只喜欢你~
253,214549,超级共享男友系统,iCiyuan动漫,https://oss.mkzcdn.com/comic/cover/20191218/5df9bbabed3ba-750x999.jpg!cover-400,"
              被发百张好人卡的极品衰男林易，偶得共享男友系统，只要接单，客户提出的要求都会转变为自身技能！男性魅力=魅惑之瞳；打架高手=全系格斗精通；变性人=真·女装大佬……等、等下，怎么会有客户要求男友是变性人啊！欸系统！你别跑啊！你给我说清楚啊！              ",连载中,第58话 意外的电击
254,214664,总裁爹地超给力,掌阅文化,https://oss.mkzcdn.com/comic/cover/20190704/5d1d949025186-750x999.jpg!cover-400,"
              为了夺走她父亲的股权，她被老公和闺蜜联手设局出轨。一纸离婚扔在脸上，她被迫净身出户。四年后，她携萌宝归来，没几天，儿子领回了一个跟他长得一模一样的超级大帅哥。看着惊呆了的女人，宫夜霄冷冷地扔出一份亲子鉴定，“女人，什么时候偷了我的种？”程漓月怒，是哪个混蛋四年前睡了自已却不负责任的？！              ",连载中,第58话 背着妈咪做坏事！
255,214782,超模恋人有点甜,漫客文化,https://oss.mkzcdn.com/comic/cover/20190814/5d5371955bf1c-750x999.jpg!cover-400,"
              昔日名模为了爱情放弃模特生涯，身材走样还惨遭未婚夫背叛。
重新规划人生，夺回被拿走的一切！却没想到新老板是前未婚夫的小叔，既然如此做不了你的妻子就做你的小婶，让你天天叫我小婶膈应你！              ",连载中,第58话 我姓温
256,209415,我是高富帅,SF轻小说,https://oss.mkzcdn.com/comic/cover/20200109/5e16e73aa0b2a-748x997.jpg!cover-400,"
              我姓高，名叫富帅，单身。不知道是不是老爸老妈当年有先见之明竟然给我取了这么个惊世骇俗的名字。但事实上，高我沾不上边，勉强175cm；富那就纯粹是扯淡了，如今苹果手机满大街泛滥，我依旧坚守我的黑白诺基亚岿然不动。帅嘛……我们还是来谈谈“高”和“富”的事情吧？              ",连载中,第168话
257,214695,我是玉皇大帝,极漫文化,https://oss.mkzcdn.com/comic/cover/20190712/5d28222c91fd9-750x999.jpg!cover-400,"
              普通的996上班族，刮刮乐不仅刮出了女神妲己，还穿越到了天庭！前有妲己喊主人，后有杨戬当小弟，还有个萝莉杨婵，闹着要亲亲？且看程方言手持神器，收集女神，一路扮猪吃老虎，过关斩将，登上玉皇大帝的巅峰宝座！              ",连载中,第2季第20话 妲己危险
258,212720,满朝文武嫉恨我,阿绿2002,https://oss.mkzcdn.com/comic/cover/20181207/5c0a16e4eac5f-600x800.jpg!cover-400,"
              前朝公主打碎古玉后，发现王朝灰飞烟灭，举目无亲的皇朝中，她只认识少年将军李穆，对方却身患厌女症，严禁她靠近……              ",连载中,第66话 你是我掌心的公主
259,214780,刺魂,漫客文化,https://oss.mkzcdn.com/comic/cover/20190813/5d527776cb5d2-750x999.jpg!cover-400,"
              从豪门公子哥变成一无所有的穷光蛋，刘爽同时深陷背叛、出轨、双亲失踪的打击之中。一次意外觉醒了体内的刺魂力量，从此开始了自己的热血冒险之旅。              ",连载中,第47话 我就是被抛弃的
260,214156,上国赋之千堆雪,呷茶赏花,https://oss.mkzcdn.com/comic/cover/20191122/5dd7988f4d536-750x999.jpg!cover-400,"
              十六岁的玄芊草资质出众，却因为是罪臣之女，受到了无休无止的欺辱、嘲讽和孤立。太学里最出众的人物尘同雪本来和芊草从无交集，一次偶然的帮助，让芊草暗暗喜欢上他。卑微的芊草只能默默努力，希望成为他的下仆……              ",连载中,第90话 异国他乡2
261,99143,极度分裂,Dr.大吉,https://oss.mkzcdn.com/comic/cover/20180723/5b559af9eedb1-600x800.jpg!cover-400,"
              末世界，有着繁华，腐朽，纸醉金迷的大城市；有着颓败，肮脏，乌烟瘴气的九反之地；有着畸形，堕落，光怪陆离的幻想界。
人类受到一种未知的特殊病毒感染（感染源未确定，故事后面才开始剖析），这种病毒使人类生病（不止是肉体上的），发生特殊变异，并将疾病危害无限放大，最后使得任何微小的疾病死亡率都达到了100%，受到这种变异现象的人类统称为【极限患者】。
当血色入侵，极限病人进行杀戮，医生炎无惑开始解剖形形色色的“病人”，是救赎抑或惩罚?!悬疑与推理揭开惊悚幕布下的真相……              ",连载中,第80话 幻灭
262,214794,绝世古尊,阿柯文化,https://oss.mkzcdn.com/comic/cover/20190925/5d8acf0d3665d-750x999.jpg!cover-400,"
              一场突如其来的的灾难降临，到底是有预谋，还是被殃及无辜？阴谋和阳谋的交织，迷雾重重………男主的身世逐渐揭开帷幕，他想要成为强者，付出代价，忍常人所不能忍，逆袭之路就此开始。
看废柴少年如何撬动世界，改编自小说《古尊》              ",连载中,第61话 年轻就是好啊
263,214651,给我闭嘴！,飒飒动漫,https://oss.mkzcdn.com/comic/cover/20190926/5d8c72423cec4-750x999.jpg!cover-400,"
              曹启是无法自控的吐槽症患者，特技是用极其恶毒的语言攻击遇到的每一个人。原本是没女人缘没钱没朋友的倒霉蛋，因卷入杀人事件遭全世界追捕，最后竟被迫加入特殊织——多交部，成为新任部长。从此以后，他的职责就是——逮捕在地球犯罪的外星人，顺便为治好自己的嘴毒症而努力。              ",连载中,2月2日请假条
264,211516,斗破苍穹之大主宰,大周互娱,https://oss.mkzcdn.com/comic/cover/20190412/5caff39b2b609-725x967.jpg!cover-400,"
              大千世界，位面交汇，万族林立，群雄荟萃，一位位来自下位面的天之至尊，在这无尽世界，演绎着令人向往的传奇，追求着那主宰之路，这世界，万道争锋，吾为大主宰！              ",连载中,第367话 一生的羁绊
265,213255,王爷你好帅,iCiyuan动漫,https://oss.mkzcdn.com/comic/cover/20190919/5d834b0e99158-750x999.jpg!cover-400,"
              醒来躺在棺材里就算了，居然还变成了‘男’人！林涵跪地痛哭，穿越的日子不好过啊！又怂又浪的逗比女汉子VS高冷精分腹黑王爷!              ",连载中,第159话 糖人要舔着吃？
266,214223,锦绣重生：早安傅太太,阿柯文化,https://oss.mkzcdn.com/comic/cover/20190319/5c90b09b43b75-750x999.jpg!cover-400,"
              一对一，男女主身心干净，女主可凶可甜。他是顶级豪门,冷漠矜贵,高不可攀。却偏偏喜欢上了联姻的小娇妻，对她情有独钟。              ",连载中,第101话 谁都不许走！
267,215053,修罗剑尊,漫莱坞,https://oss.mkzcdn.com/comic/cover/20191203/5de5d18d23adb-750x999.jpg!cover-400,"
              万年前，刀祖于无妄山斩杀剑皇，从此下令屠尽天下剑修，世人用不得修剑。万年后，少年楚牧横空出世，碎刀魂，铸剑魂，一剑灭青云，一剑断万古！              ",连载中,第38话 争夺异兽，志在必得
