,漫画ID,标题,作者,封面,内容简介,是否完结,最新章节,是否已收集,百度云分享链接,提取码,是否发布
515,208567,一剪澜裳,飞鸟鱼,https://oss.mkzcdn.com/comic/cover/20180327/5ab9fd608a042-600x800.!cover-400,"
              为了寻找哥哥身死之迷的真相的她，来到了繁华旧上海，是惊变重生，还是隐忍应对？跳跃在心里的身影，是信任危机的他？还是霸道独断的他？在亲仇爱恨的纠葛里，蝶舞露重，在支离破碎的家国里，风华尽染！少女般梦幻爱情的背后隐藏的是一场酝酿已久的阴谋，当华丽衣妆被褪下，当心底欲望被放大，是信任？是背叛？是无休止的争斗换来微不足道的回报，是费尽心思筹谋不到的爱情，是倾尽一切只为让那个不曾实现的愿望不被遗弃……              ",完结,最终话,否,,,否
516,213460,恶毒女配的洗白指南,漫悠悠工作室,https://oss.mkzcdn.com/comic/cover/20181003/5bb41c54b530f-600x800.jpg!cover-400,"
              正直警花穿越到总裁文成恶毒女配，为免落得原著中的惨死结局，她决定开启洗白模式好好做人。              ",完结,第44话 决定留下,否,,,否
517,213819,灌篮高手全国大赛篇(全彩),井上雄彦,https://oss.mkzcdn.com/comic/cover/20181222/5c1dee25b409f-800x1066.jpg!cover-400,"
              这个还用的着介绍吗？！啥都不说了，看不到全国大赛的动画版，看看全彩漫画过过瘾吧！先谢国家！ ！再感谢胡浩燃！              ",完结,灌篮高手原画集,否,,,否
518,213742,温水煮沫沫,极漫文化,https://oss.mkzcdn.com/comic/cover/20181208/5c0b80c9e1ea4-750x999.jpg!cover-400,"
              宋以沫自认平凡，哪怕人生重来也没觉得自己能过怎样不平凡的一生，对她来说能让姥姥活下来就是她重活一次所有的意义。她没想过要成名作家，没想过会进外交部，没想到会遇到一个那样优秀的人，她只是一天一天认真的活着，不知不觉在他的陪伴下走了很远。蓦然回首，才发现自己拥有了全世界              ",完结,第41话2,否,,,否
519,212005,我的萝莉模特,铅笔盒3号,https://oss.mkzcdn.com/comic/cover/20170920/59c1c726cd3c8-1500x2000.jpg!cover-400,"
              平凡矮个女生的她，竟然是大牌设计师的“御用模特”。一个平凡萝莉，一个帅气设计师的爱情故事。              ",完结,第27话,否,,,否
520,211683,狼少年,MK思思李,https://oss.mkzcdn.com/comic/cover/20181129/5bff8eda3e326-600x800.jpg!cover-400,"
              吸血鬼最尊贵的纯血统公主，突然从天而降要做他的新娘而这个凡事唯唯诺诺还有一个腹黑妹妹管教的平凡小子，难道真的是传说中的狼少年              ",完结,第26话 重归于好,否,,,否
521,209450,一派之长为老不尊,轻文轻小说,https://oss.mkzcdn.com/comic/cover/20170711/5964971c854e8-600x800.jpg!cover-400,"
              那一天，雪麒麟被雷劈了，不仅被劈得去了另一世界，还被劈成女的。没心没肺的她抱着既来之则安之的悠然态度成为了一派之长，结果马上又摊上大事。是的，今天天璇宫小师祖的悲呜还是如期而至。              ",完结,第17话,否,,,否
522,214151,总裁大人丧偶了,掌阅漫画,https://oss.mkzcdn.com/comic/cover/20190925/5d8b48990b45a-750x999.jpg!cover-400,"
              “去他娘的闪婚”，这是艾冉内心最大的想法。在初恋找上门，老公淡然的对待这个婚姻后，艾冉决定必须离婚！可是，京城最权势的陌家继承人——陌奈霖冷笑：“我的世界没有离婚，只有丧偶！”陌家少奶奶自杀未遂，医院抢救时失踪了……“第二天在京城各大报纸的头条登了出来。              ",完结,第55话 真真假假,否,,,否
523,212887,一念纵横,iCiyuan动漫,https://oss.mkzcdn.com/comic/cover/20180705/5b3dccf58dcd1-600x800.jpg!cover-400,"
              诸子百家日常互怼，战国七雄年年干架，军阀穿越大反派计划着踹翻秦始皇自己来做千古一帝，史上最废柴的男主却只想回家带妹妹。              ",完结,重大通知,否,,,否
524,212579,致命冲动,万画筒漫画,https://oss.mkzcdn.com/comic/cover/20180307/5a9fb0306db03-600x800.!cover-400,"
              【每周三、六更新】昵称为地府守门人的神秘人突然加入高二五班的班级微信群，这个人开始在群内发布任务并奖励完成者红包，从一开始完成任务收到奖励的兴奋，到完成不了任务会突然死亡的绝望，最后整个高二五班都成为了地府守门人的玩物。              ",完结,第1季最终话 梦醒时分,否,,,否
525,212825,网红的娱乐生活,洛神动漫,https://oss.mkzcdn.com/comic/cover/20180619/5b28762da665b-600x800.jpg!cover-400,"
              【每周二更新】曾深受校园暴力的夏初，一觉醒来回到2009年。这个时候网络环境还没有成熟，微博大V和微信平台还没有泛滥。网红能从默默无闻到一呼百应是因为他们掌握了先机！怎么当一个网红？豆瓣没火的时候当豆瓣女神，微博没红的时候当微博大V，微信没火的时候玩微信公众号！独树一帜才，网红最重要的就是贴上标签然后去营销自己！              ",完结,第33话,否,,,否
526,212379,WAUD不死族,麦萌漫画,https://oss.mkzcdn.com/comic/cover/20180417/5ad5b736341f5-600x800.jpg!cover-400,"
              是毒品还是僵尸？如果世界上真的出现了僵尸，我们将变成怎样才能战斗？来和我们一起踏上这段旅程吧！              ",完结,第40话,否,,,否
527,213793,我的男神是仓鼠,金橙动漫,https://oss.mkzcdn.com/comic/cover/20190313/5c88ab89cabb2-750x999.jpg!cover-400,"
              苏晴偶然捡了只仓鼠回家，结果摊上了一个退财白虎要把她坐吃山空——嗯？你说只要我帮你，你就能让我一夜暴富并迎娶男神从此走上人生巅峰……那你和我签命契要今生今世不离不弃算什么鬼？              ",完结,第37话,否,,,否
528,212719,阴阳执掌人,飞花工作室,https://oss.mkzcdn.com/comic/cover/20180518/5afe42471ac24-600x800.jpg!cover-400,"
              天生阴阳眼却生活低调的白翎为保护自己在意的人，努力成为阴阳执掌人。完成阴阳会所的离奇任务、帮助警察破解诡异案件成为了白翎的日常。然而随着鬼器的失踪，神秘门派的出现，一场关于阴阳两界存亡的巨大阴谋渐渐浮出水面……              ",完结,最终话 计划之外,否,,,否
529,209950,战士培养计划,MK酷漫,https://oss.mkzcdn.com/comic/cover/20170814/59914d4c860da-761x1014.jpg!cover-400,"
              【已完结】喜欢见义勇为梦想成为英雄的刚强遭遇了他人生中最重要的转折点，一只萌萌的外星妹子打乱了刚强原本正常的生活。不过正是因为如此，刚强也许真的能成为世界上最强的战士……              ",完结,第45话 我要变得更强！,否,,,否
530,208681,危情沦陷,危情,https://oss.mkzcdn.com/comic/cover/20170608/5938b6c901a24-600x800.jpg!cover-400,"
              同窗四年，在毕业前夕，挚友突然人间蒸发，身边的所有人都闭口不谈此事。仿佛挚友从来不曾出现过。为了找寻真相他从事刑警工作着手调查，多年后，在一起杀人案中挚友再次出现，竟保释了一名嫌疑人离开。再次相遇缺发现对方已是性情大变，涉足灰色地带。昔日挚友如今势不两立，两人开始陷入正邪争斗，在一个又一个的案件博弈中，真相的迷雾逐渐被拨开。              ",完结,第14话,否,,,否
531,213041,傲娇少爷呆萌宠,剧能玩,https://oss.mkzcdn.com/comic/cover/20180802/5b62b7ff0817d-600x800.jpg!cover-400,"
              安一沫：你...你别乱来啊，撩人是犯法的。顾宸墨：怎么办，我想犯法...              ",完结,第50话,否,,,否
532,212847,偏偏喜欢你,剧能玩,https://oss.mkzcdn.com/comic/cover/20180623/5b2de92ec35bb-600x800.jpg!cover-400,"
              秦念歌妈妈是厉洺翼父亲的情妇，秦念歌因此成为了厉家名不正言不顺的二小姐。在厉家生活期间，秦念歌爱上了自己名义上的哥哥厉洺翼。不料厉家夫妇在接秦念歌放学的路上车祸身亡，厉洺翼认为是秦念歌导致他的父母双亡。              ",完结,第100话,否,,,否
533,212380,平行少年,麦萌漫画,https://oss.mkzcdn.com/comic/cover/20180105/5a4ede0fdad17-600x800.jpg!cover-400,"
              你是否会感觉到生活中的某些画面似曾相识？当死亡来临之时，一切或许才刚刚开始……              ",完结,第40话,否,,,否
534,214029,百日恋爱计划,极漫文化,https://oss.mkzcdn.com/comic/cover/20190120/5c43d82ea403d-750x999.jpg!cover-400,"
              如果让你在100天内爱上一个人，你愿意吗？青棱却由于系统错误，被迫与三个男生一起组成LC恋爱咨询社，去教大家如何恋爱，却在这个过程中与团队里的三个男生产生了纠葛……本以为是甜甜的青春校园恋爱剧本，却没想到这背后隐藏着一个庞大的计划，而这个计划甚至威胁到生命……              ",完结,最终话 曲终人散,否,,,否
535,212578,荒岛法则,万画筒漫画,https://oss.mkzcdn.com/comic/cover/20190923/5d888e9af1f5b-750x999.jpg!cover-400,"
              东南亚的一处无人荒岛上，竟然有鲁班留下的秘宝，多股势力在岛上展开了一场夺宝大戏！              ",完结,第45话,否,,,否
536,213569,被青梅竹马攻略了怎么办,阿里文学,https://oss.mkzcdn.com/comic/cover/20190926/5d8c33dc8cb51-750x999.jpg!cover-400,"
              我可能被攻略了，青梅竹马总是粘着我，然后就发生了不可思议的事情，不断有人向我表白，女生也就算了，为什么男生也要来啊，你们到底喜欢我什么，我改还不行吗，偶的神啊~~~              ",完结,第100话,否,,,否
537,211865,鲛之音,云栖动漫,https://oss.mkzcdn.com/comic/cover/20190920/5d84797d11fd1-745x993.jpg!cover-400,"
              她是鲛族与人类的结晶，拥有天籁之音却遭受诅咒伤害至亲；他是身不由己的巫族继承人，前来摧毁她却不期然丢了心。为了重新歌唱、拯救亲人，她在解除诅咒的道路上愈挫愈勇，而他爱得越深，就被家族束缚得越紧……              ",完结,第27话,否,,,否
538,211567,重返十几岁,多蕴文化,https://oss.mkzcdn.com/comic/cover/20180205/5a780427d6ed9-600x800.jpg!cover-400,"
              具宝英家境贫寒，为了供弟妹上学和支持准备司法考试的男朋友，不断地休学打工，至今未能毕业。直到有一天她接受了一对父母的委托，伪装成18岁的少女重返高中校园。她的人生，会因此改写吗28岁大学留级生伪装成18岁女高中生，重返高中校园后展开的一段青春浪漫爱情故事~              ",完结,第216话 最终话：幸福不能往后推,否,,,否
539,213318,骗吻王子请自重,起绘文化,https://oss.mkzcdn.com/comic/cover/20190425/5cc163220cbb8-750x999.jpg!cover-400,"
              倒霉少女鹿小澄偶遇骗吻男，万万没想到对方居然是来自遥远星球的王子——白间。白间软硬兼施住进鹿小澄的家，从此便死皮赖脸向鹿小澄索吻。而这一切源自于鹿小澄身上有着莫名的能力，于是美好的一天从亲亲开始。              ",完结,最终话,否,,,否
540,208826,彼之千年,千秋叶,https://oss.mkzcdn.com/zymkcover/000/000/296.jpg!cover-400,"
              《彼之千年》是个穿越故事，一个现代女生穿到宋的经历。因为误坐了时光机，在猝不及防之下，没有任何准备就穿了！这下麻烦大了，没有准备好相关宋朝知识及面对宋朝大人物的功课，就这么鲁莽穿过去的话，下场只有坐牢喽所以说想穿越爱穿越的妹子们一定要时刻怀揣一本历史书，以备不防之穿。不过有句话叫福兮祸所伏祸兮福所倚，虽然坐牢了，但是能见到帅哥展昭，坐牢也值了呀！ ！还能见到传说中的猫鼠同时出现，天晴已经完忘记自己的倒霉穿了！              ",完结,第55话 回宫,否,,,否
541,209302,老街2301号,酷动像,https://oss.mkzcdn.com/comic/cover/20170615/5941f5659acea-600x800.jpg!cover-400,"
              金仕稻是x市公安局的警长，从业多年屡破奇案，却唯有一桩案件始终没办法破解。然而近段时间，他却噩梦连连，总是梦见一个身形模糊的无头女尸向他喊冤并反复提及x市某个角落的一家酒馆——“老街2301”，被好奇心驱使的他决定前去这家酒馆一探究竟。              ",完结,第2季28话 另一张脸,否,,,否
542,212494,僵尸家族,比格熊动漫,https://oss.mkzcdn.com/comic/cover/20180126/5a6b0ad43b5cd-630x840.jpg!cover-400,"
              沉睡一百年后，在妖怪聚居的梦川醒来，僵三开始了自己的新生活。但是，她慢慢的怀疑起，自己真的是僵三吗？              ",完结,10月25日病假条,否,,,否
543,209576,星元孤儿,风之堂,https://oss.mkzcdn.com/comic/cover/20180320/5ab0c5dfd3887-600x800.!cover-400,"
              茫茫的宇宙中，有一个神秘的希尔薇星域，星域中的五大行星一直维持着一种奇妙的平衡。突然有一天火河星带着一股神秘的力量打破了这个平衡，他们以迅雷不及掩耳之势碾压了原本最为强大的土河星。土河星的最高领袖古河在危机的时候用尽全部的力量送出300个孤儿执行逃生计划，他们带着土河星的希望也带着土河星的最高机密。据说这个机密关系到了整个星域的来历和未来。              ",完结,第129话 我还会回来的,否,,,否
544,112209,薄荷之夏,火禾,https://oss.mkzcdn.com/comic/cover/20190726/5d3aa5b818f99-600x800.jpg!cover-400,"
              启程，车子一路向海滨小城疾驰，窗外是清新熟悉的海风……因为妈妈调动的关系，童夕要在这个夏天搬回她并不喜欢的家乡小城。那里总有些不太愉快的记忆片段困扰着她，她不相见到那些并不喜欢她的同学，更不想见到那个他……              ",完结,第40话 回到最初的地方,否,,,否
545,210345,天地龙魂,神漫,https://oss.mkzcdn.com/comic/cover/20180327/5aba0b2cd39b4-573x764.!cover-400,"
              天地龙魂漫画由高楼大厦网络小说改编，已经开始连载。传闻，大地之下沉睡着一头神龙。生存在大地之上有灵性的生灵，便会被这龙的气息给感染。野兽得到龙气，变化成为强大的龙兽，比如蛮横火鳞野猪龙，可爱的水泡泡鱼龙兽。而人，吸收到了龙的气息之后，为了守护其他人类则会变成强大的龙战士。他们自称龙裔，龙的传人！人们称呼他们为龙玄。这个故事，就是讲龙裔，龙的传人的故事。              ",完结,最终话 我才是老大！,否,,,否
546,211851,超科学大脑研究部,森海章鱼漫画工作室,https://oss.mkzcdn.com/comic/cover/20171013/59e0861a3b86e-600x800.jpg!cover-400,"
              有着女性恐惧症的晴海，一觉醒来，全世界的人都变成了萌妹子！混乱中的晴海在震惊之余意外加入了超科学大脑研究部。学生会虎视眈眈，萌妹子不怀好意，且看部长如何运用超科学，拯救晴海~！              ",完结,最终话 吉祥物的逆袭,否,,,否
547,212253,龙舞曲,知更社,https://oss.mkzcdn.com/comic/cover/20171202/5a22115671214-577x770.jpg!cover-400,"
              剑与魔法的黑暗世界里，少年与龙族命运的纠葛，亲友间的相爱相杀...              ",完结,第42话,否,,,否
548,214317,女王的打脸游戏,洛娅,https://oss.mkzcdn.com/comic/cover/20190920/5d847efecb22b-750x999.jpg!cover-400,"
              网络时代兴起，流量成为金钱的标杆，有钱就有人操作盈利，以此为生。引导舆论、刷水军、控评，网络世界存在着一个组织。它是网络世界的霸王，无中生有，颠倒黑白，只要给钱，一切都能实现。于此同时，一个与之相反的组织“谎言终结者”在微博出现，它声讨网络暴力，还原事实真相。双方因而产生了纷争和对抗……              ",完结,第35话 他是谁？,否,,,否
549,212224,主播今天拯救世界了吗,银城组,https://oss.mkzcdn.com/comic/cover/20181015/5bc41d2acd990-2480x3306.jpg!cover-400,"
              2020年，两大直播平台——狸猫直播和鲨鱼直播开始投资“英雄打击犯罪”“英雄调查诡异事件”类型的综艺直播节目来盈利，所有人都可以通过下载《英雄HERO》APP注册成为英雄。陆雪奈轻生被人所救，昏迷醒来后发现眼前是狸猫公司“英雄直播”中的大明星，史诗级顺位一的英雄“水鬼”撩影……              ",完结,第65话,否,,,否
550,214619,丑女的校园法则：海妖之泪,六月雪工作室,https://oss.mkzcdn.com/comic/cover/20190620/5d0b4ef3dd762-750x999.jpg!cover-400,"
              又丑又胖的徐琳，因为外貌惨遭男友戏弄、同学侮辱，最后被自己的父亲活活打死扔到海底。死后意外获得了一条神奇的项链：海妖之泪。项链让她变美并有了无数追求者，还能满足她的各种小愿望，但这条神奇的项链同时也充满了危险且邪恶的欲望……              ",完结,第27话 第二名海妖之泪的佩戴者,否,,,否
551,211675,哑舍·零,玄色,https://oss.mkzcdn.com/comic/cover/20190123/5c485cbaeceed-750x999.jpg!cover-400,"
              《哑舍零》讲述了哑舍里的古物，每一件都有着自己的故事，承载了许多年，无人倾听，因为，它们都不会说话。默然等待千年，只为再次相遇。古物背后的历史，历史背后的人生。它们在岁月中浸染了成百上千年，每一件，都凝聚着工匠的心血，倾注了使用者的感情。每一件，都属于不同的主人，都拥有自己的故事。每一件，都那么与众不同，甚至每一道裂痕和缺口都有着独特的历史。谁还能说，古董都只是器物，都是没有生命的死物这是一本讲述古董故事的书，既然它们都不会说话，那就让我用文字忠实地记载下来……              ",完结,最终话：后记2,否,,,否
552,212430,猫咪甜品屋,可米酷,https://oss.mkzcdn.com/comic/cover/20180110/5a55cee94652b-600x800.jpg!cover-400,"
              甜品店每天络绎不绝的人来人往，他们都有什么故事呢？他们和猫之间又有什么故事呢？              ",完结,烘培小课堂,否,,,否
553,213023,地狱猎兵,鲜漫动漫,https://oss.mkzcdn.com/comic/cover/20181204/5c0635e18e216-750x999.jpg!cover-400,"
              末日战争摧毁了原有的人类文明与秩序，世界格局重新洗牌！幸存的人们在满目疮痍的大地建立起新的城邦！端木夜雨为了寻找真相踏上了余烬城之旅，经历了机缘巧合认识了伯爵并加入了武装佣兵地狱猎兵，吃鸡小队的末世之旅即将展开，端木夜雨在重重阴谋和危机下能否寻找到真相？              ",完结,最终话,否,,,否
554,212243,步步婚宠,剧能玩,https://oss.mkzcdn.com/comic/cover/20171129/5a1e6d19323f0-600x800.jpg!cover-400,"
              “人前他是哥哥，宽容大度疼她有加；
　　转背他是恶魔，倾城掠地吃干抹净……
　　“宋斯城，我是你名义上的妹妹！你适可而止吧！”
　　“女人，你是我的猎物，没资格跟我谈条件！””              ",完结,第100话,否,,,否
555,208715,诺亚之蝶,傅伯涛,https://oss.mkzcdn.com/zymkcover/000/000/127.jpg!cover-400,"
              倒霉小子苏展遇上冰山美女骆芷寒，上来搭讪就失败。郁闷的苏展出去散步，却发现芷寒正在与一个名为莫伊丝的黑衣祭司交战。　　激斗！莫伊丝被打败。出现名叫卫雪宁的神秘男生。苏展发现，自己竟和骆芷寒被一根看不见的丝—牵心丝连着，同居生活就此开始！              ",完结,第206话 划过记忆的蝴蝶,否,,,否
556,212954,首席影后豪萌妻,鱼骨动漫,https://oss.mkzcdn.com/comic/cover/20180717/5b4db08631552-600x800.jpg!cover-400,"
              【每周二、五更新】被爱人逃婚 被闺蜜背叛  唐风雅的人生本该是黯淡无光。不料却被一个恋她、爱她、宠她的男人彻底改变  意外的一夜的缠绵，却换来了日夜的坚守。男人本可以在娱乐圈呼风唤雨，拥有香车美女，却只愿为她守候 。只因数年前那一个回眸，一抹微笑。男人为她一手遮天，为她遮风挡雨，为她成就一段影后之路。唐风雅一路开挂，脚踢人生极品，坐拥完美爱情，迈向娱乐圈巅峰！美萌唐风雅的甜宠人生 现在开始！！              ",完结,第17话 就凭我是这个女人的男朋友,否,,,否
557,214532,网瘾少年伏魔录,么鱼动漫,https://oss.mkzcdn.com/comic/cover/20190628/5d16218debd62-3035x4046.jpg!cover-400,"
              次元壁破啦！一串神秘代码在巨大的人气下成精，不断进化，开始拥有了自己的智慧，而唯一能拯救世界的是一个打游戏时抢人头被雷劈的“平凡”高中生……              ",完结,最终话 备份男主副本,否,,,否
558,214747,时尚女王有点苏,漫客文化,https://oss.mkzcdn.com/comic/cover/20190907/5d7315471ebac-750x999.jpg!cover-400,"
              一个追了十一年、与之隐婚三年的男人，却把终生承诺给了另一个女人。她被冷落、被欺骗、被背叛、被陷害。一纸离婚协议书，林楚楚净身出户。无奈绿茶小三作妖不断，霸道前夫旧情重燃？她伤心离开，多年后却再次撞入他的世界。又是谁甜蜜私宠，将她温柔对待？              ",完结,最终话 我们又见面了,否,,,否
559,209861,被揭穿的甜美秘密,如月ひいろ,https://oss.mkzcdn.com/comic/cover/20180821/5b7bae1c88df5-150x200.jpg!cover-400,"
              八面玲珑嘻嘻哈哈，不代表没有真心。迟迟没有答复高富帅的告白，是因内心只属于你我的秘密太过甜美，还是其他由本站收集自互联网本站，让你爱上漫画！              ",完结,全一话,否,,,否
560,213049,我的初恋大有问题,幻空,https://oss.mkzcdn.com/comic/cover/20180804/5b650ef3d7922-600x800.jpg!cover-400,"
              【每周六更新】平民少女花千树偶然目击到同班同学被欺凌的场景，义愤之下匿名将证据交给了班主任，不料很快就暴露了自己的身份。从此之后原本平静的校园生活就泛起了滔天巨浪，她被李哲翰死死纠缠不得脱身……              ",完结,第36话,否,,,否
561,214785,我的美貌是天生,极漫文化,https://oss.mkzcdn.com/comic/cover/20190816/5d562a1c9ced8-750x999.jpg!cover-400,"
              这是一个拥有美丽就可以为所欲为的世界！顶级的帅气容貌为李彬的人生开辟了无数条捷径，只要笑一笑、勾勾手指，就有排着队的女孩子愿意扑上来。24年来因为擅用自己的美貌而得到便利，一直都在接受别人的付出，从来没有得不到的东西……直到他遇见同样有顶级美貌的何蜜糖，高手过招，谁才是carry全场的那一个？              ",完结,停更公告,否,,,否
562,210217,撞见木兰,张三疯 中国漫画,https://oss.mkzcdn.com/comic/cover/20171023/59edb9c9aa137-480x640.jpg!cover-400,"
              《撞见木兰》剧情支持撞见木兰，支持国漫，支持撞见木兰请购买杂志。魏羽与花木兰从现代穿越到隋朝的故事。。。。。目前连载于《中国漫画》......本站是更新最快~画质最好的漫画杂志连载网站！！收藏本站，全网第一时间更新！。              ",完结,第78话,否,,,否
563,212066,战场双马尾,三福互娱,https://oss.mkzcdn.com/comic/cover/20190923/5d8880efc93f7-750x999.jpg!cover-400,"
              公元2315年，《幼女监管法》和《风纪改良法》盛行，所有与萌物相关的一切被禁止！世界上最大的反派组织，盟军首领-世界最萌美少女！阿呆芙洛玛被天才少年卡诺阴差阳错的“拯救？”从此卡诺便成为了阿呆芙的私人“奴隶”跟随萌军逃亡，开始了自己的奴役生涯……              ",完结,第32话,否,,,否
564,209567,恋爱插班生,阮小容,https://oss.mkzcdn.com/comic/cover/20170731/597ea0d4312f1-600x800.jpg!cover-400,"
              初中，青涩又灿烂的时光，陈佳妮留下一封告白信，就从姚天海的初中时代消失了。
两年后，姚天海和陈佳妮又相遇了，但陈佳妮却没有认出姚天海。
“死丫头，我们来日方长！”姚天海有些生气。              ",完结,作品推荐2 末日刁民 预告,否,,,否
565,213944,弑界,MK酷漫,https://oss.mkzcdn.com/comic/cover/20190104/5c2f42ce23ca5-750x999.jpg!cover-400,"
              【独家/每周三、五更新】名为弑界的游戏竟与现实融合，怪物屠城死伤无数！内侧大佬玩家凌天不幸卷入其中，为了活下去与调查真相，凌天不得不运用游戏系统与怪物们展开厮杀……在这个诡异的游戏中，玩家只有两个结果：成为别人的养分，或是变得更加强大！              ",完结,第32话,否,,,否
566,213011,浅夏初雨,极漫文化,https://oss.mkzcdn.com/comic/cover/20180727/5b5a76bd3bd7c-600x800.jpg!cover-400,"
              少男少女一同历经青春懵懂和成长烦恼，彼此鼓励、渐生爱意。体会青春悸动的纯爱萌芽的校园时代。特长生是指在某个领域有比较突出才能的考生，女主角白浅夏和她的朋友们就是这样一群特长生，在学习专业的过程中，发现了自己的梦想，找到了自己未来应走的道路，伴随着青春的悸动，懵懂的初恋和热血的追梦旅途中，他们的感情故事也才刚刚开始。              ",完结,第35话 最终话：完结篇,否,,,否
567,211934,不妻而育,新漫画APP,https://oss.mkzcdn.com/comic/cover/20181211/5c0f532f3115d-750x999.jpg!cover-400,"
              25年母胎单身张小帅（男）邂逅了神秘美女，浪漫的约会后准备求婚，神秘美女却从人间蒸发，而张小帅的身体产生了不可思议的异变？！这不是悬疑剧，是开开心心的爱情喜剧哦~              ",完结,第25话,否,,,否
568,212178,重生之我在三界送快递,阿九&花总,https://oss.mkzcdn.com/comic/cover/20171110/5a0532108c189-600x800.jpg!cover-400,"
              毛绒控陆通好心泛滥，误将躲在树上偷懒的“白猫”流年当做被困树上的小可怜，不辞辛苦上树解救却不幸坠树而亡。再次醒来却被自称值日神的男子告知为其挪用了他人的时间续命，并邀请重生后的陆通到神秘的时间快递站工作，陆通从此当上了业务遍及三界的快递小哥~不过，我到底挪用了谁的时间，为啥我身体里好像多了另外一个灵魂？？              ",完结,第54话,否,,,否
569,209614,异能守望者,好漫画1,https://oss.mkzcdn.com/comic/cover/20170809/598a68bdbb7b0-600x800.jpg!cover-400,"
              站在十八岁的临界点，陈潇面临的是独自前行的人生，还是神秘莫测的未知？生日当天遭遇奇怪的快递，收到的“大礼”竟然是躺在冰柜里的陌生少女，亡故的父母竟然送给他如此“惊喜”，是选择收留异能少女的养成日常还是跟黑邦快递退货？且看麻烦不断的落难王子如何从高穷帅翻身做英雄！              ",完结,第50话 恐怖岛(下),否,,,否
570,208065,毁灭世界的恋爱,零创世动漫,https://oss.mkzcdn.com/comic/cover/20180817/5b76389488f17-600x800.jpg!cover-400,"
              高二分班，明明只是个普通高中生的我，却被分进了一个只有8名学生的班级！而且除了我，其他同学都是来自世界各地的美少女间谍！
原来声称已经毁灭过地球一次的外星人决定倒转时光再给地球一次机会——外星人潜入了这个班级，如果能在77天内找出ta，杀了ta或者跟ta恋爱，ta就会放过地球。
然而，最与众不同的我在第一天就遭到了大家的怀疑！尽管如此，我也要找出那个外星人，通过恋爱的手段来拯救地球！              ",完结,第54话,否,,,否
571,214033,女神的无敌特工,漫莱坞,https://oss.mkzcdn.com/comic/cover/20190120/5c43eb8a521dc-750x999.jpg!cover-400,"
              代号‘死神’的无敌兵王回归都市，横扫八路天骄，泱泱华夏，唯我独尊！              ",完结,第19话,否,,,否
572,211919,花间云梦,晴空映画夏夜工作室,https://oss.mkzcdn.com/comic/cover/20180514/5af8ea27c5fc4-600x800.jpg!cover-400,"
              柳花间捡到一颗珠子，以为自己中了邪，后来被黑帮大小姐抓去缅甸做翻译，才知道这珠子大有来头，而他也不是什么穷山庄里的穷小子，他妈妈一直瞒着他一个大秘密。这个大秘密差点让他错失了一个绝世大美女，她娇滴滴地唤他主人……              ",完结,最终话,否,,,否
573,214211,书灵记,索以文化,https://oss.mkzcdn.com/comic/cover/20190313/5c88b24a73a5e-750x999.jpg!cover-400,"
              瀛洲界内，诸子百家，唐诗宋词，皆有书灵~
三万年前，名为南城图书馆的神物从天而降，瀛洲界中的书籍都诞生了书灵，《论语》、《唐诗》、《宋词》、《本草纲目》，也许还有《五年高考三年模拟》；三万年后，顾七绝从《唐诗三百首》中醒来，骑着《山海经》，决定去找《聊斋》小姐姐，谈谈如何征（zheng）服（jiu）世界—— 嗯，各位大佬好，我叫顾七绝，我情商低，我脑子有坑，还喜欢瞎说扎心大实话…… 但是没事，你们打不过我啊！              ",完结,通知 停更公告,否,,,否
574,209408,变身之后，我与她的狂想曲,SF轻小说,https://oss.mkzcdn.com/comic/cover/20190530/5cef512293a66-750x999.jpg!cover-400,"
              别人变身都是男变女，女变男，老子一醒来就发现自己变成了两个人，既有男人又有女人，一个意识控制两具身体，各种尴尬，走在一起被别人说成情侣自己都感觉悲哀。什么，有人英雄救美把身为男人的老子砍了救走了身为女人的我，最后还要我谢他，能不这么悲催吗？什么，你说两人同要解手怎么办······
你自己来看啊！              ",完结,最终话,否,,,否
575,213391,亲爱的，别死于善良,漫客文化,https://oss.mkzcdn.com/comic/cover/20181113/5bea4b207e3e4-600x800.jpg!cover-400,"
              【独家/每周三、六更新】阴霾又下着雨的墓地上，远远的站着一位穿着黑色长裙，拿着一把黑色的伞的女人，看着一行人对着墓地悲伤的哭泣。黑色长裙的女人冷笑一声后，流着眼泪默默的离去……“没想到，我居然能参加自己的葬礼”“我终于明白老天爷让我不死的原因！渣男，等着我！              ",完结,第60话,否,,,否
576,213715,女尊天下：娶个龙王做皇后,缘梦动漫,https://oss.mkzcdn.com/comic/cover/20181127/5bfd166fabedf-600x800.jpg!cover-400,"
              只是咒骂了几句渣男，就被雷劈，莫名其妙的穿越成了北离皇朝的女皇帝凤若曦，从此，凤若曦不但要负责平稳后宫男宠们的争风吃醋，还要平衡朝中各大党派朝臣，更可气的是，三个庞大的邻居皇朝，对自己的江山虎视眈眈，于是凤若曦利用现代的各种黑科技，翻手为云覆手为雨，建立史上最强的皇朝霸业。              ",完结,第53话 妖帝的承诺,否,,,否
